,Unnamed: 0,mote_id,site_id,node_id,lat,lon,elevation,put_time,mac,sd_last_update,server_last_update,sd_level_1,server_level_1,ground_dist,slope,aspect
12,12,13,2,3,39.094002,-120.579002,1536.0,2016-03-07,382a35,,2016-02-13 19:15:00,2014-10-01 00:00:00,2014-10-01 00:00:00,2510.96,27.1437609076,240.777527611
13,13,14,2,4,39.094971,-120.574478,1622.0,2016-03-07,383c6d,,2016-02-14 00:45:00,2014-10-01 00:00:00,2014-10-01 00:00:00,2720.95,8.91994142422,260.938598098
14,14,15,2,5,39.092999,-120.580002,1537.0,2016-03-07,382a7f,,2016-02-13 17:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,2582.18,32.962024102,46.1840261293
15,15,16,2,6,39.093884,-120.580727,1510.0,2016-03-07,383bc9,,2016-02-04 18:15:00,2014-10-01 00:00:00,2014-10-01 00:00:00,2204.62,21.3104732469,28.0063417005
16,16,17,2,7,39.09,-120.578003,1620.0,2016-03-07,3829cd,,2016-02-14 00:30:00,2014-10-01 00:00:00,2014-10-01 00:00:00,2729.34,16.8308310255,101.470554732
17,17,18,2,8,39.092609,-120.581429,1571.0,2016-03-07,3829de,,2016-02-14 00:45:00,2014-10-01 00:00:00,2014-10-01 00:00:00,2074.7,18.2747943909,342.236939757
18,18,19,2,9,39.09037,-120.571754,1622.0,2016-03-07,3829b6,,2015-11-17 08:45:00,2014-10-01 00:00:00,2014-10-01 00:00:00,2747.22,5.2857902856,190.969330097
19,19,20,2,10,39.090141,-120.570984,1621.0,2016-03-07,383b23,,2015-11-17 09:15:00,2014-10-01 00:00:00,2014-10-01 00:00:00,2842.14,6.62451697926,252.958480728
20,20,21,3,1,38.711502,-120.042786,2434.0,2016-03-07,383bea,2016-04-21 19:27:52,2016-04-10 14:30:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4326.45,9.74934613571,219.102429899
21,21,22,3,2,38.710102,-120.040321,2438.0,2016-03-07,38351b,2016-04-21 19:00:00,2016-04-10 14:30:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4361.39,6.26836828089,211.524128244
22,22,23,3,3,38.712437,-120.042458,2444.0,2016-03-07,38351c,2016-04-21 19:35:09,2016-04-10 14:30:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4286.62,13.9149366359,218.387655487
23,23,24,3,4,38.712032,-120.043816,2430.0,2016-03-07,382a3a,2015-10-01 05:30:00,2015-08-11 18:45:00,2014-10-01 00:00:00,2014-10-01 00:00:00,,9.78819834865,211.492111063
24,24,25,3,5,38.712063,-120.042984,2439.0,2016-03-07,382818,2016-04-21 19:55:40,2016-04-10 14:45:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4361.14,14.0388710594,212.282560136
25,25,26,3,6,38.711006,-120.042198,2435.0,2016-03-07,6024f3,2016-04-21 19:33:03,2016-04-10 14:45:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4285.28,8.52489608366,226.616181208
26,26,27,3,7,38.709888,-120.040672,2434.0,2016-03-07,383986,2016-04-21 19:17:42,2016-04-10 14:45:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4672.74,5.75352281095,213.826186989
27,27,28,3,8,38.711521,-120.04113,2446.0,2016-03-07,38291f,2016-04-21 19:16:51,2016-04-10 14:30:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4453.23,12.9074897549,212.1721865
28,28,29,3,9,38.710876,-120.040672,2443.0,2016-03-07,3828f2,2016-04-21 19:19:34,2016-04-10 14:45:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4386.14,8.21373078489,211.192579509
29,29,30,3,10,38.709286,-120.041473,2428.0,2016-03-07,382961,2016-04-21 00:37:41,2016-04-09 19:15:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4564.3,5.6121877978,227.595795916
30,30,31,3,11,38.710941,-120.041512,2439.0,2016-03-07,382946,2016-04-21 19:33:12,2016-04-10 14:45:00,2014-10-01 00:00:00,2014-10-01 00:00:00,,6.6829629533,213.91379615
31,31,32,4,1,39.149879,-120.369392,1990.0,2016-03-07,38285f,2015-10-22 22:30:00,,2014-10-01 00:00:00,2014-10-01 00:00:00,4168.7,9.37868536421,328.185050608
32,32,33,4,2,39.149307,-120.369102,2001.0,2016-03-07,38296f,2015-10-23 22:15:00,,2014-10-01 00:00:00,2014-10-01 00:00:00,4390.89,3.91911155702,328.890452971
33,33,34,4,3,39.149117,-120.369148,2003.0,2016-03-07,3ff9c6,2015-10-22 20:15:00,,2014-10-01 00:00:00,2014-10-01 00:00:00,4339.78,2.63501147813,305.607154584
34,34,35,4,4,39.147221,-120.372261,1976.0,2016-03-07,38287d,2015-10-24 01:08:00,,2014-10-01 00:00:00,2014-10-01 00:00:00,,9.82505464821,141.512249035
35,35,36,4,5,39.14782,-120.371262,1982.0,2016-03-07,3828ad,2015-10-23 19:31:00,,2014-10-01 00:00:00,2014-10-01 00:00:00,4386.23,10.6879925974,207.596705075
36,36,37,4,6,39.148636,-120.372704,1952.0,2016-03-07,3828d4,2015-10-23 22:00:00,,2014-10-01 00:00:00,2014-10-01 00:00:00,4267.98,17.1283242194,277.924035565
37,37,38,4,7,39.148796,-120.371292,1989.0,2016-03-07,382932,2015-10-23 22:00:00,,2014-10-01 00:00:00,2014-10-01 00:00:00,4115.49,9.89443825781,250.504276725
38,38,39,4,8,39.14962,-120.370323,1992.0,2016-03-07,3ff93d,2015-10-23 22:00:00,,2014-10-01 00:00:00,2014-10-01 00:00:00,4377.53,9.4258890359,353.121715388
39,39,40,4,9,39.149689,-120.372223,1962.0,2016-03-07,383bcc,2015-10-23 21:00:00,,2014-10-01 00:00:00,2014-10-01 00:00:00,4276.98,16.816382377,287.876913992
40,40,41,4,10,39.149384,-120.371704,1979.0,2016-03-07,382948,2015-10-23 19:45:00,,2014-10-01 00:00:00,2014-10-01 00:00:00,4026.01,12.6195938867,278.205791741
41,41,42,5,1,39.15551,-120.51194,2130.0,2016-03-07,383ae7,2016-02-02 21:15:00,2016-05-11 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4051.86,5.65775192949,45.9664856816
42,42,43,5,2,39.15506,-120.50898,2114.0,2016-03-07,382830,2016-02-02 21:30:00,2016-05-11 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4343.85,15.0443005598,55.8396429268
43,43,44,5,3,39.153233,-120.509666,2105.0,2016-03-07,383b88,2016-02-02 23:00:00,2016-05-11 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,3686.08,4.00757809277,132.913772474
44,44,45,5,4,39.152214,-120.507637,2074.0,2016-03-07,382901,2016-02-02 22:45:00,2016-05-11 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,3950.16,17.1505248527,2.02486396728
45,45,46,5,5,39.150295,-120.506516,2126.0,2016-03-07,382954,2016-02-02 22:15:00,2016-05-11 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4530.78,8.1740540098,329.799277969
46,46,47,5,6,39.14835,-120.508606,2127.0,2016-03-07,382868,2015-07-20 22:30:00,2016-05-11 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,,14.6914811167,269.782089944
47,47,48,5,7,39.150364,-120.513718,2077.0,2016-03-07,38285c,2016-02-03 19:00:00,2016-05-11 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4266.9,23.4290923745,286.939408757
48,48,49,5,8,39.152077,-120.511635,2088.0,2016-03-07,3829eb,2016-02-02 23:15:00,2016-05-11 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,3663.23,15.9390803025,312.160220903
49,49,50,5,9,39.152222,-120.513298,2049.0,2016-03-07,382a73,,2016-04-23 17:15:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4111.58,19.3457581782,275.055407279
50,50,51,5,10,39.153225,-120.51371,2063.0,2016-03-07,382855,,2016-05-11 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,3792.26,26.305395452,240.335502625
51,51,52,5,11,39.149948,-120.511894,2123.0,2016-03-07,382828,2016-02-03 00:00:00,2016-05-07 16:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,3592.82,13.5225328607,138.878697872
52,52,53,6,1,38.849152,-120.079865,2338.0,2016-03-07,3828e0,,2016-05-11 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4295.79,20.3242068536,206.174188644
53,53,54,6,2,38.85199,-120.077919,2488.0,2016-03-07,38294c,,2016-01-13 16:15:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4012.77,17.6074609875,223.23239547
54,54,55,6,3,38.852829,-120.07608,2545.0,2016-03-07,382a19,,2015-11-24 20:30:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4596.47,15.4680550468,225.789487173
55,55,56,6,4,38.855282,-120.073502,2680.0,2016-03-07,3828b1,,2016-02-19 11:30:00,2014-10-01 00:00:00,2014-10-01 00:00:00,3113.78,20.713406775,19.7159690047
56,56,57,6,5,38.851566,-120.070419,2607.0,2016-03-07,382a77,,2016-05-11 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,3660.67,36.595109919,95.4959892627
57,57,58,6,6,38.851543,-120.072945,2570.0,2016-03-07,38350f,,2016-05-11 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4330.2,13.3725835354,183.497866979
58,58,59,6,7,38.850246,-120.075203,2451.0,2016-03-07,383985,,2016-05-11 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4181.35,26.2323355085,230.837157708
59,59,60,6,8,38.848282,-120.078316,2306.0,2016-03-07,382a11,,2016-05-11 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4346.0,25.708869405,199.18609376
60,60,61,6,9,38.847118,-120.070976,2376.0,2016-03-07,383be2,,2016-04-29 05:15:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4305.77,27.8504093918,194.803858275
61,61,62,6,10,38.850498,-120.069542,2577.0,2016-03-07,3828e6,,2016-03-14 02:30:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4357.36,34.5305542725,58.7841132522
62,62,63,7,1,39.286541,-120.322472,2432.0,2016-03-07,382819,,2015-04-21 22:30:00,2014-10-01 00:00:00,2014-10-01 00:00:00,,19.1955347744,55.0699324023
63,63,64,7,2,39.286499,-120.328476,2526.0,2016-03-07,383bd2,,2014-11-29 06:45:00,2014-10-01 00:00:00,2014-10-01 00:00:00,,21.7436856604,139.761299104
64,64,65,7,3,39.2854,-120.322968,2441.0,2016-03-07,381f53,,2015-12-06 07:30:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4247.0,17.9239217397,150.066216161
65,65,66,7,4,39.284611,-120.324257,2420.0,2016-03-07,38282b,,2016-05-11 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4151.41,17.5195908085,194.037823233
66,66,67,7,5,39.287529,-120.327408,2538.0,2016-03-07,383c70,,2016-05-11 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,2718.0,18.3126194451,170.540696507
67,67,68,7,6,39.285667,-120.328125,2493.0,2016-03-07,38333b,,2015-12-22 12:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4116.78,16.2998939575,140.584144061
68,68,69,7,7,39.28326,-120.322052,2384.0,2016-03-07,38350a,,2016-05-11 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4385.76,18.9405654859,276.630643629
69,69,70,7,8,39.284756,-120.320747,2427.0,2016-03-07,38286e,,2016-05-11 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4323.0,14.2594158576,269.714599195
70,70,71,7,9,39.287151,-120.323463,2454.0,2016-03-07,382a85,,2015-04-21 22:30:00,2014-10-01 00:00:00,2014-10-01 00:00:00,,25.1360141902,64.4792954626
71,71,72,7,10,39.28503,-120.328506,2483.0,2016-03-07,3839E8,,2015-09-17 21:45:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4585.28,18.2257057175,146.773488268
72,72,73,7,11,39.287212,-120.328514,2544.0,2016-03-07,3829c2,,2016-05-10 11:30:00,2014-10-01 00:00:00,2014-10-01 00:00:00,,18.084103501,143.165667464
73,73,74,8,1,39.274529,-120.357094,1874.0,2016-03-07,383b35,2016-04-02 00:00:00,2015-12-25 20:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4091.65,4.60975624803,284.605248557
74,74,75,8,2,39.278271,-120.360733,1904.0,2016-03-07,3829f7,2016-01-26 11:00:00,2015-12-24 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,3869.85,19.6286619088,147.23193192
75,75,76,8,3,39.273258,-120.355148,1902.0,2016-03-07,382848,2016-04-01 22:00:00,2015-12-25 20:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,3976.9,17.4589574823,290.414656713
76,76,77,8,4,39.275089,-120.360207,1856.0,2016-03-07,383e18,2015-08-11 19:15:00,2015-12-25 20:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4240.41,3.62798647311,287.430547111
77,77,78,8,5,39.278839,-120.36161,1945.0,2016-03-07,3ff983,2016-03-03 16:00:00,2015-12-25 18:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,,25.2433172742,154.020943838
78,78,79,8,6,39.278301,-120.360229,1896.0,2016-03-07,602ba0,2016-04-01 21:45:00,2015-12-25 20:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4054.75,20.5009766424,141.108653697
79,79,80,8,7,39.275871,-120.360863,1851.0,2016-03-07,383a8f,2016-04-01 23:30:00,2015-12-25 20:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,3997.11,5.30294603622,275.750197365
80,80,81,8,8,39.276691,-120.36161,1864.0,2016-03-07,383a43,2016-04-01 22:30:00,2015-12-25 20:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,3839.71,7.19786455874,88.4825166894
81,81,82,8,9,39.274506,-120.354607,1903.0,2016-03-07,382966,2016-04-01 22:21:45,2015-12-25 20:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4074.77,15.7014838577,293.17717514
82,82,83,8,10,39.274006,-120.353584,1929.0,2016-03-07,382a30,2016-04-01 21:45:00,2015-12-25 19:45:00,2014-10-01 00:00:00,2014-10-01 00:00:00,3872.19,13.0690990833,296.364464487
83,83,84,9,1,38.735626,-120.241226,1588.0,2016-03-07,38283e,2016-04-21 22:30:00,,2014-10-01 00:00:00,2014-10-01 00:00:00,4418.47,10.1550181584,154.05970296
84,84,85,9,2,38.73605,-120.242188,1587.0,2016-03-07,383aeb,2016-04-21 22:15:00,,2014-10-01 00:00:00,2014-10-01 00:00:00,4543.75,10.2123253076,206.641716544
85,85,86,9,3,38.736904,-120.239891,1600.0,2016-03-07,383bba,2016-04-21 22:45:00,,2014-10-01 00:00:00,2014-10-01 00:00:00,4590.04,15.169721405,47.6215850661
86,86,87,9,4,38.737476,-120.239838,1600.0,2016-03-07,3829fa,2016-04-21 22:45:00,,2014-10-01 00:00:00,2014-10-01 00:00:00,4558.43,17.493450722,182.802742899
87,87,88,9,5,38.735699,-120.242508,1582.0,2016-03-07,383ac8,2016-04-21 22:00:00,,2014-10-01 00:00:00,2014-10-01 00:00:00,4334.07,11.9737320176,229.921966519
88,88,89,9,6,38.734982,-120.241615,1578.0,2016-03-07,383b25,2016-04-21 22:15:00,,2014-10-01 00:00:00,2014-10-01 00:00:00,4456.11,11.0493863783,165.018415426
89,89,90,9,7,38.736172,-120.243179,1566.0,2016-03-07,382a2e,2016-04-21 22:00:00,,2014-10-01 00:00:00,2014-10-01 00:00:00,4397.47,17.7415735524,211.105248519
90,90,91,9,8,38.737045,-120.242722,1583.0,2016-03-07,382a8b,2016-04-21 22:00:00,,2014-10-01 00:00:00,2014-10-01 00:00:00,4273.87,18.8778704471,204.7459527
91,91,92,9,9,38.735054,-120.240868,1577.0,2016-03-07,383c63,2016-04-21 22:15:00,,2014-10-01 00:00:00,2014-10-01 00:00:00,,7.54893872668,191.813714018
92,92,93,9,10,38.737003,-120.241875,1595.0,2016-03-07,383bd8,2016-04-21 21:55:57,,2014-10-01 00:00:00,2014-10-01 00:00:00,4569.9,14.4472078319,143.369356325
93,93,94,9,11,38.73595,-120.241493,1592.0,2016-03-07,383bb5,2016-04-21 21:55:07,,2014-10-01 00:00:00,2014-10-01 00:00:00,,11.8171575268,155.763338274
94,94,95,10,1,38.914574,-120.378029,1820.0,2016-03-07,383b20,2016-02-25 20:30:00,2016-05-11 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4600.17,11.8269330676,32.4143929867
95,95,96,10,2,38.913834,-120.381454,1834.0,2016-03-07,383a8e,2016-02-25 20:45:00,2016-05-11 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4496.29,10.1210743489,350.765333249
96,96,97,10,3,38.913002,-120.376389,1783.0,2016-03-07,3ff9b0,2016-04-22 00:13:08,2016-05-11 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4432.84,17.6541929485,6.94698032843
97,97,98,10,4,38.912045,-120.380821,1814.0,2016-03-07,383516,2016-04-22 01:02:23,2016-05-11 05:45:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4332.74,16.0256829899,346.435018249
98,98,99,10,5,38.912861,-120.378197,1810.0,2016-03-07,3829d5,2016-04-22 00:18:04,2016-05-11 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4552.29,9.77047345403,18.5667437797
99,99,100,10,6,38.911404,-120.379204,1815.0,2016-03-07,601876,2016-04-22 00:45:03,2016-05-11 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4661.04,3.75874565679,44.1689053256
100,100,101,10,7,38.913967,-120.379944,1829.0,2016-03-07,3829f8,2016-04-22 00:04:32,2016-05-11 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4392.04,6.85836143876,299.736884643
101,101,102,10,8,38.911171,-120.378723,1811.0,2016-03-07,3829d7,2016-04-22 00:39:46,2016-05-11 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4500.36,2.40594527956,82.8907970207
102,102,103,10,9,38.911709,-120.376633,1783.0,2016-03-07,383343,2016-04-22 00:38:13,2016-05-11 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4531.6,4.93369368097,85.3698664935
103,103,104,10,10,38.911987,-120.379433,1819.0,2016-03-07,382a44,2016-04-21 23:59:15,2016-05-11 06:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,4560.98,8.86951615218,2.21886890711
104,104,105,11,1,38.745998,-120.065002,2683.0,2016-03-07,382a5b,,2015-07-23 10:30:00,2014-10-01 00:00:00,2014-10-01 00:00:00,,6.19586854896,335.836795859
105,105,106,11,2,38.746952,-120.072548,2634.0,2016-03-07,38283a,,2015-07-23 11:45:00,2014-10-01 00:00:00,2014-10-01 00:00:00,,12.1066683823,346.265101177
106,106,107,11,3,38.746956,-120.067711,2665.0,2016-03-07,602502,,2015-07-23 11:45:00,2014-10-01 00:00:00,2014-10-01 00:00:00,,7.57766085203,342.220741115
107,107,108,11,4,38.746143,-120.069786,2687.0,2016-03-07,3829be,,2015-07-23 11:45:00,2014-10-01 00:00:00,2014-10-01 00:00:00,,16.2176688835,347.573316762
108,108,109,11,5,38.745605,-120.07151,2653.0,2016-03-07,3829cb,,2014-12-02 23:45:00,2014-10-01 00:00:00,2014-10-01 00:00:00,,15.6318315809,354.939842831
109,109,110,11,6,38.745064,-120.071167,2647.0,2016-03-07,3828db,,2014-12-02 23:30:00,2014-10-01 00:00:00,2014-10-01 00:00:00,,21.2075318674,354.962401161
110,110,111,11,7,38.744797,-120.06633,2673.0,2016-03-07,382a37,,2015-05-29 10:45:00,2014-10-01 00:00:00,2014-10-01 00:00:00,,14.6682645867,10.174861461
111,111,112,11,8,38.744797,-120.065292,2683.0,2016-03-07,383ba1,,2015-07-23 11:45:00,2014-10-01 00:00:00,2014-10-01 00:00:00,,11.7761969914,357.700308385
112,112,113,11,9,38.74345,-120.06356,2723.0,2016-03-07,38334e,,2015-07-09 18:00:00,2014-10-01 00:00:00,2014-10-01 00:00:00,,16.8323929664,0.0797617808109
113,113,114,11,10,38.742638,-120.067017,2677.0,2016-03-07,38295d,,2015-07-23 11:45:00,2014-10-01 00:00:00,2014-10-01 00:00:00,,2.25514963732,301.442346816
114,114,115,12,1,39.189899,-120.377213,1732.0,2016-03-07,383bce,,,2014-10-01 00:00:00,2014-10-01 00:00:00,,6.43647922469,137.541754623
115,115,116,12,2,39.190964,-120.377266,1747.0,2016-03-07,6024ed,,,2014-10-01 00:00:00,2014-10-01 00:00:00,,8.85712425207,135.095392652
116,116,117,12,3,39.19162,-120.376984,1751.0,2016-03-07,382a84,,,2014-10-01 00:00:00,2014-10-01 00:00:00,,7.53059451012,131.403636149
117,117,118,12,4,39.190662,-120.377563,1747.0,2016-03-07,38289b,,,2014-10-01 00:00:00,2014-10-01 00:00:00,,8.99312579356,138.880718144
118,118,119,12,5,39.191128,-120.375481,1732.0,2016-03-07,601880,,,2014-10-01 00:00:00,2014-10-01 00:00:00,,5.35156468745,133.093935491
119,119,120,12,6,39.190723,-120.378014,1750.0,2016-03-07,382971,,,2014-10-01 00:00:00,2014-10-01 00:00:00,,8.11502969247,142.511739241
120,120,121,12,7,39.190514,-120.375237,1726.0,2016-03-07,602a2e,,,2014-10-01 00:00:00,2014-10-01 00:00:00,,4.36164246779,160.085338106
121,121,122,12,8,39.190601,-120.376556,1735.0,2016-03-07,382818,,,2014-10-01 00:00:00,2014-10-01 00:00:00,,6.93771526454,139.453118765
122,122,123,12,9,39.189926,-120.378075,1741.0,2016-03-07,384063,,,2014-10-01 00:00:00,2014-10-01 00:00:00,,7.90376757269,140.622838369
123,123,124,12,10,39.189823,-120.375893,1723.0,2016-03-07,602848,,,2014-10-01 00:00:00,2014-10-01 00:00:00,,3.93619856949,135.48355378
124,124,125,13,1,38.942863,-120.310905,2086.0,2016-03-07,3828da,,,2014-10-01 00:00:00,2014-10-01 00:00:00,,10.8648160706,237.189321846
125,125,126,13,2,38.943398,-120.310532,2081.0,2016-03-07,3828d9,,,2014-10-01 00:00:00,2014-10-01 00:00:00,,11.2760674522,187.321813046
126,126,127,13,3,38.943378,-120.308449,2068.0,2016-03-07,382892,,,2014-10-01 00:00:00,2014-10-01 00:00:00,,13.7328236562,84.008719137
127,127,128,13,4,38.94104,-120.311508,2060.0,2016-03-07,3840ae,,,2014-10-01 00:00:00,2014-10-01 00:00:00,,8.50458784817,36.3466241188
128,128,129,13,5,38.94228,-120.310204,2086.0,2016-03-07,383aa3,,,2014-10-01 00:00:00,2014-10-01 00:00:00,,8.76734418893,226.743403821
129,129,130,13,6,38.942394,-120.30983,2087.0,2016-03-07,3839fa,,,2014-10-01 00:00:00,2014-10-01 00:00:00,,11.8288571114,193.485354899
130,130,131,13,7,38.941761,-120.310463,2076.0,2016-03-07,3828dd,,,2014-10-01 00:00:00,2014-10-01 00:00:00,,2.93871360445,138.600483413
131,131,132,13,8,38.941738,-120.306969,2046.0,2016-03-07,3829f4,,,2014-10-01 00:00:00,2014-10-01 00:00:00,,7.64339260646,127.283882583
132,132,133,13,9,38.941994,-120.309196,2080.0,2016-03-07,382a40,,,2014-10-01 00:00:00,2014-10-01 00:00:00,,12.3488720014,192.231570765
133,133,134,13,10,38.943146,-120.307076,2060.0,2016-03-07,382a46,,,2014-10-01 00:00:00,2014-10-01 00:00:00,,10.2092187062,122.250423096
